name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Nissan Magnite 1.2 CVT,2021,650000,8000,Petrol,Dealer,First Owner,20.0 kmpl,1197 CC,100 bhp,160Nm@2200rpm,5
Maruti Dzire Automatic,2020,520000,25000,Petrol,Dealer,Second Owner,23.0 kmpl,1197 CC,90 bhp,113Nm@4300rpm,5
Hyundai Verna Automatic,2019,580000,35000,Petrol,Dealer,Third Owner,16.0 kmpl,1591 CC,123 bhp,151Nm@4500rpm,5
Tata Tigor Manual,2018,340000,50000,Petrol,Individual,Third Owner,22.0 kmpl,1199 CC,85 bhp,113Nm@3300rpm,5
Honda Brio Automatic,2015,320000,70000,Petrol,Individual,Third Owner,20.0 kmpl,1199 CC,88 bhp,109Nm@4500rpm,5
Chevrolet Beat Automatic,2014,180000,100000,Petrol,Individual,Fourth & Above Owner,19.0 kmpl,998 CC,65 bhp,92Nm@3500rpm,5
Maruti Celerio CNG Plus,2019,230000,50000,CNG,Individual,Third Owner,32.0 kmpl,998 CC,50 bhp,70Nm@3000rpm,5
Hyundai Grand i10 Nios Petrol,2021,430000,18000,Petrol,Dealer,First Owner,19.0 kmpl,1197 CC,83 bhp,113Nm@4000rpm,5
Kia Morning Manual,2019,240000,60000,Petrol,Individual,Third Owner,18.0 kmpl,998 CC,69 bhp,94Nm@3000rpm,5
Renault Pulse RXL,2015,160000,100000,Petrol,Individual,Fourth & Above Owner,16.0 kmpl,1461 CC,86 bhp,120Nm@3000rpm,5
Ford Figo Ambiente,2016,250000,80000,Petrol,Individual,Third Owner,18.0 kmpl,1199 CC,85 bhp,113Nm@3300rpm,5
Tata Nano Standard,2012,75000,150000,Petrol,Individual,Fourth & Above Owner,20.0 kmpl,624 CC,38 bhp,51Nm@3000rpm,4
Maruti Alto K10 Standard,2014,140000,110000,Petrol,Individual,Third Owner,21.0 kmpl,998 CC,67 bhp,90Nm@3500rpm,4
Chevrolet Spark 1.0,2016,110000,95000,Petrol,Individual,Third Owner,20.0 kmpl,996 CC,60 bhp,87Nm@3000rpm,4
Hyundai Eon Era 1.0,2017,180000,75000,Petrol,Individual,Second Owner,20.0 kmpl,998 CC,61 bhp,84Nm@3500rpm,4
Datsun GO A,2018,170000,55000,Petrol,Individual,Second Owner,18.0 kmpl,1198 CC,68 bhp,104Nm@4000rpm,5
Bugatti Veyron Grand Sport,2014,80000000,8000,Petrol,Individual,First Owner,5.0 kmpl,7993 CC,1001 bhp,1250Nm@2200rpm,2
Maserati MC20,2021,52000000,3000,Petrol,Dealer,First Owner,6.5 kmpl,2992 CC,630 bhp,730Nm@3000rpm,2
Ferrari LaFerrari,2015,95000000,2000,Hybrid,Individual,First Owner,4.0 kmpl,6262 CC,963 bhp,900Nm@6000rpm,2
Porsche 918 Spyder,2016,42000000,5000,Hybrid,Individual,First Owner,8.0 kmpl,4593 CC,887 bhp,1270Nm@6700rpm,2
Mercedes-AMG GT 63 S,2020,11500000,12000,Petrol,Dealer,First Owner,8.0 kmpl,3982 CC,630 bhp,900Nm@2000rpm,4
BMW M760Li,2019,12800000,16000,Petrol,Dealer,First Owner,9.0 kmpl,5972 CC,625 bhp,850Nm@1500rpm,5
Range Rover Sport SVR,2018,13500000,28000,Petrol,Dealer,Second Owner,9.0 kmpl,5098 CC,575 bhp,700Nm@2000rpm,5
Lamborghini Revuelto,2023,65000000,1500,Hybrid,Dealer,First Owner,10.0 kmpl,6582 CC,1001 bhp,1100Nm@2000rpm,4
Bentley Bacalar,2021,29000000,800,Petrol,Individual,First Owner,6.0 kmpl,6580 CC,453 bhp,740Nm@1400rpm,4
Rolls-Royce Black Badge,2019,35000000,10000,Petrol,Dealer,First Owner,6.0 kmpl,6749 CC,563 bhp,900Nm@1700rpm,5
Ferrari 296 GTB,2022,38000000,2500,Hybrid,Dealer,First Owner,7.0 kmpl,2992 CC,818 bhp,900Nm@3000rpm,2
Lamborghini Reventon,2012,18000000,35000,Petrol,Individual,Second Owner,5.0 kmpl,5904 CC,643 bhp,659Nm@5500rpm,2
Porsche 911 Turbo S Exclusive,2021,32000000,8000,Petrol,Dealer,First Owner,7.0 kmpl,3800 CC,700 bhp,800Nm@2100rpm,4
Aston Martin Valkyrie,2020,48000000,4200,Petrol,Individual,First Owner,5.5 kmpl,6500 CC,1160 bhp,900Nm@6500rpm,2
Hennessey Venom GT,2016,22000000,9000,Petrol,Individual,First Owner,5.0 kmpl,7000 CC,1200 bhp,1115Nm@5500rpm,2
Toyota Land Cruiser 300 Series,2022,2400000,12000,Diesel,Dealer,First Owner,11.0 kmpl,3455 CC,305 bhp,700Nm@1650rpm,7
Volvo XC90 Recharge,2021,2600000,15000,Hybrid,Dealer,First Owner,20.0 kmpl,2108 CC,455 bhp,745Nm@1500rpm,7
Kia EV9 Long Range,2023,3950000,5000,Electric,Dealer,First Owner,0 kmpl,0 CC,300 bhp,600Nm@0rpm,7
Genesis GV70 Electrified,2022,2800000,10000,Electric,Dealer,First Owner,0 kmpl,0 CC,314 bhp,700Nm@0rpm,5
BYD Song DM-i,2022,1200000,8000,Hybrid,Dealer,First Owner,28.0 kmpl,1500 CC,110 bhp,250Nm@1500rpm,5
Maruti Baleno Neo,2023,620000,5000,Petrol,Dealer,First Owner,23.0 kmpl,1197 CC,87 bhp,113Nm@4200rpm,5
Hyundai Creta N Line,2022,1150000,9000,Petrol,Dealer,First Owner,16.0 kmpl,1598 CC,150 bhp,252Nm@1500rpm,5
Kia Sonet HTX Plus,2022,900000,8000,Petrol,Dealer,First Owner,18.0 kmpl,1197 CC,83 bhp,113Nm@4000rpm,5
Tata Altroz iTurbo,2022,750000,9000,Petrol,Dealer,First Owner,19.0 kmpl,1199 CC,110 bhp,200Nm@3000rpm,5
Maruti Swift 2023,2023,530000,3000,Petrol,Dealer,First Owner,23.0 kmpl,1197 CC,82 bhp,113Nm@4000rpm,5
Hyundai i20 N Line,2022,700000,7000,Petrol,Dealer,First Owner,19.0 kmpl,1197 CC,83 bhp,113Nm@4000rpm,5
Honda City RS Hybrid,2023,1450000,5000,Hybrid,Dealer,First Owner,25.0 kmpl,1498 CC,131 bhp,253Nm@2000rpm,5
Skoda Slavia VX,2023,1050000,6000,Petrol,Dealer,First Owner,16.0 kmpl,1598 CC,115 bhp,250Nm@1500rpm,5
Volkswagen Taigun Highline,2023,1200000,5000,Petrol,Dealer,First Owner,17.0 kmpl,999 CC,115 bhp,178Nm@2000rpm,5
Jeep Cherokee Limited,2019,1400000,25000,Petrol,Dealer,Second Owner,12.0 kmpl,2353 CC,270 bhp,400Nm@4800rpm,5
Ford Mustang Mach-E,2022,2500000,10000,Electric,Dealer,First Owner,0 kmpl,0 CC,346 bhp,658Nm@0rpm,5
Thunderpower TC MAX,2021,1100000,8000,Electric,Dealer,First Owner,0 kmpl,0 CC,205 bhp,405Nm@0rpm,5
MG Hector Petrol Automatic,2022,1350000,12000,Petrol,Dealer,First Owner,15.0 kmpl,1956 CC,178 bhp,380Nm@1700rpm,5
Tata Punch EV,2023,950000,6000,Electric,Dealer,First Owner,0 kmpl,0 CC,82 bhp,200Nm@0rpm,4
Maruti Fronx Turbo,2023,850000,4000,Petrol,Dealer,First Owner,19.0 kmpl,998 CC,100 bhp,160Nm@2200rpm,5
Hyundai Venue N Line,2022,880000,7000,Petrol,Dealer,First Owner,18.0 kmpl,998 CC,120 bhp,172Nm@1500rpm,5
Kia Carens Petrol Turbo,2023,1150000,5000,Petrol,Dealer,First Owner,17.0 kmpl,998 CC,120 bhp,172Nm@1500rpm,7
Renault Fresh Concept,2023,580000,2000,Petrol,Dealer,First Owner,22.0 kmpl,999 CC,72 bhp,96Nm@3500rpm,5
Citroen C3 Aircross,2023,850000,4000,Petrol,Dealer,First Owner,18.0 kmpl,1199 CC,82 bhp,115Nm@4000rpm,5
Mahindra BE 6e,2024,1800000,2000,Electric,Dealer,First Owner,0 kmpl,0 CC,281 bhp,533Nm@0rpm,5
TVS iGO E-Mobility,2023,450000,1000,Electric,Dealer,First Owner,0 kmpl,0 CC,35 bhp,90Nm@0rpm,4
Honda Amaze Automatic,2021,520000,18000,Petrol,Dealer,First Owner,18.0 kmpl,1199 CC,88 bhp,109Nm@4500rpm,5
Maruti Dzire Tour Automatic,2020,480000,25000,Diesel,Dealer,Second Owner,25.0 kmpl,1248 CC,74 bhp,190Nm@2000rpm,5
Toyota Yaris Automatic,2021,720000,12000,Petrol,Dealer,First Owner,18.0 kmpl,1496 CC,106 bhp,140Nm@4200rpm,5
Hyundai Aura SX Petrol,2022,580000,8000,Petrol,Dealer,First Owner,20.0 kmpl,1197 CC,82 bhp,113Nm@4000rpm,5
Kia Seltos GTX Automatic,2021,1400000,15000,Petrol,Dealer,First Owner,15.0 kmpl,1497 CC,140 bhp,250Nm@1500rpm,5
Renault Kwid 0.8 AMT,2022,340000,10000,Petrol,Dealer,First Owner,25.0 kmpl,999 CC,68 bhp,91Nm@4250rpm,4
Tata Tigor EV,2023,650000,4000,Electric,Dealer,First Owner,0 kmpl,0 CC,74 bhp,170Nm@0rpm,5
Nissan Kicks EV,2024,950000,2000,Electric,Dealer,First Owner,0 kmpl,0 CC,134 bhp,380Nm@0rpm,5
Chevrolet Trailblazer Diesel,2022,1250000,10000,Diesel,Dealer,First Owner,13.0 kmpl,1598 CC,163 bhp,390Nm@2000rpm,5
Ford EcoSport Automatic,2021,750000,20000,Petrol,Dealer,First Owner,16.0 kmpl,1496 CC,121 bhp,149Nm@4250rpm,5
Hyundai Tucson Diesel,2021,1550000,12000,Diesel,Dealer,First Owner,21.0 kmpl,1999 CC,187 bhp,400Nm@2000rpm,5
Renault Arkana Diesel,2022,1350000,8000,Diesel,Dealer,First Owner,22.0 kmpl,1461 CC,110 bhp,240Nm@1900rpm,5
Skoda Karoq Diesel,2020,1650000,18000,Diesel,Dealer,Second Owner,17.0 kmpl,1968 CC,190 bhp,400Nm@1750rpm,5
Volkswagen T-Cross Petrol,2021,1100000,15000,Petrol,Dealer,First Owner,17.0 kmpl,1395 CC,110 bhp,200Nm@1500rpm,5
MG Hector Plus Diesel,2021,1450000,20000,Diesel,Dealer,Second Owner,19.0 kmpl,1956 CC,170 bhp,350Nm@1750rpm,7
Tata Safari Petrol,2021,1650000,16000,Petrol,Dealer,First Owner,14.0 kmpl,1956 CC,158 bhp,280Nm@1500rpm,7
Mahindra XUV700 Diesel,2022,1700000,12000,Diesel,Dealer,First Owner,16.0 kmpl,1956 CC,184 bhp,450Nm@1750rpm,7
Kia EV6 Automatic,2023,3600000,6000,Electric,Dealer,First Owner,0 kmpl,0 CC,225 bhp,430Nm@0rpm,5
Audi Q3 45 TFSI,2020,2800000,20000,Petrol,Dealer,Second Owner,12.0 kmpl,1984 CC,245 bhp,370Nm@1500rpm,5
BMW X1 xDrive20,2021,2200000,15000,Petrol,Dealer,First Owner,13.0 kmpl,1998 CC,184 bhp,290Nm@1250rpm,5
Mercedes GLA 200 AMG,2020,2100000,22000,Petrol,Dealer,Second Owner,15.0 kmpl,1332 CC,163 bhp,250Nm@2000rpm,5
Jaguar F-Pace Petrol,2019,2450000,30000,Petrol,Dealer,Second Owner,12.0 kmpl,2000 CC,250 bhp,365Nm@1300rpm,5
Land Rover Range Rover Velar,2020,2850000,25000,Petrol,Dealer,First Owner,11.0 kmpl,2000 CC,250 bhp,365Nm@1300rpm,5
MINI Countryman,2020,1450000,18000,Petrol,Dealer,First Owner,15.0 kmpl,1496 CC,136 bhp,220Nm@1500rpm,5
Suzuki Vitara Brezza,2019,900000,35000,Petrol,Individual,Second Owner,18.0 kmpl,1462 CC,103 bhp,138Nm@4400rpm,5
Datsun Cross,2020,650000,22000,Petrol,Dealer,First Owner,18.0 kmpl,1198 CC,100 bhp,134Nm@4200rpm,5
Nissan Datsun GO+ Turbo,2022,250000,12000,Petrol,Dealer,First Owner,18.0 kmpl,1198 CC,100 bhp,134Nm@4200rpm,5
Force Gurkha,2019,1200000,30000,Diesel,Individual,Second Owner,11.0 kmpl,2596 CC,91 bhp,260Nm@1400rpm,5
Mahindra KUV100 NXT,2021,650000,20000,Petrol,Dealer,First Owner,18.0 kmpl,1197 CC,84 bhp,113Nm@4000rpm,5
Tata Nexon Petrol Manual,2020,850000,25000,Petrol,Dealer,Second Owner,17.0 kmpl,1199 CC,110 bhp,170Nm@1500rpm,5
Maruti SX4 Petrol Auto,2019,620000,40000,Petrol,Individual,Second Owner,15.0 kmpl,1597 CC,105 bhp,148Nm@4000rpm,5
Honda CR-V Petrol,2019,1500000,28000,Petrol,Dealer,Second Owner,15.0 kmpl,1498 CC,170 bhp,225Nm@6000rpm,5
Toyota RAV4 Diesel,2020,2050000,18000,Diesel,Dealer,First Owner,21.0 kmpl,1997 CC,171 bhp,360Nm@2000rpm,5
Mitsubishi Montero Sport,2018,1650000,45000,Petrol,Individual,Second Owner,10.0 kmpl,3000 CC,220 bhp,275Nm@4000rpm,5
Isuzu D-Max Regular Cab,2017,1200000,60000,Diesel,Individual,Third Owner,14.0 kmpl,1876 CC,160 bhp,400Nm@2000rpm,4
Ford Ranger Double Cab,2019,1800000,35000,Diesel,Dealer,Second Owner,12.0 kmpl,1998 CC,160 bhp,385Nm@1750rpm,5
BMW M340i Sedan,2021,2800000,10000,Petrol,Dealer,First Owner,10.0 kmpl,3000 CC,382 bhp,500Nm@1750rpm,5
Mercedes C43 AMG,2020,2600000,16000,Hybrid,Dealer,First Owner,11.0 kmpl,2000 CC,402 bhp,500Nm@1600rpm,5
Audi A4 Petrol,2019,2200000,24000,Petrol,Dealer,Second Owner,14.0 kmpl,1984 CC,190 bhp,320Nm@1400rpm,5
Porsche Panamera Diesel,2018,2450000,35000,Diesel,Dealer,Second Owner,10.0 kmpl,2996 CC,258 bhp,550Nm@1800rpm,5
Maserati Ghibli Diesel,2019,2300000,28000,Diesel,Dealer,Second Owner,9.0 kmpl,3004 CC,275 bhp,600Nm@2000rpm,5
BMW 5 Series 530d,2018,2700000,35000,Diesel,Dealer,Second Owner,17.0 kmpl,2993 CC,286 bhp,600Nm@1750rpm,5
Audi A6 Diesel,2019,2400000,30000,Diesel,Dealer,Second Owner,17.0 kmpl,2967 CC,286 bhp,620Nm@1750rpm,5
Volvo S90 Petrol,2020,2250000,18000,Petrol,Dealer,First Owner,13.0 kmpl,2000 CC,250 bhp,350Nm@1500rpm,5
Genesis G80 Petrol,2019,2150000,25000,Petrol,Dealer,First Owner,12.0 kmpl,3798 CC,369 bhp,500Nm@1300rpm,5
Infiniti QX50,2018,1750000,32000,Petrol,Dealer,Second Owner,11.0 kmpl,1996 CC,268 bhp,380Nm@1600rpm,5
Lexus NX 200t,2017,2000000,40000,Petrol,Individual,Third Owner,12.0 kmpl,1998 CC,241 bhp,350Nm@1650rpm,5
Cadillac SRX,2015,1200000,70000,Petrol,Individual,Third Owner,10.0 kmpl,3600 CC,305 bhp,361Nm@4000rpm,5
Chevrolet Equinox,2016,900000,65000,Petrol,Individual,Third Owner,11.0 kmpl,3600 CC,310 bhp,373Nm@4200rpm,5
Pagani Imola,2021,90000000,1200,Petrol,Individual,First Owner,4.5 kmpl,5980 CC,754 bhp,1100Nm@3000rpm,2
Zenvo ST1,2017,25000000,3500,Petrol,Individual,First Owner,5.2 kmpl,6997 CC,1035 bhp,1200Nm@2000rpm,2
Gumpert Apollo Sport,2014,8500000,8000,Petrol,Individual,Second Owner,7.0 kmpl,4175 CC,650 bhp,820Nm@5800rpm,2
Mosler MT900 S,2011,4200000,5000,Petrol,Individual,First Owner,6.5 kmpl,7031 CC,850 bhp,900Nm@5500rpm,2
Ruf CTR Yellowbird,2010,6800000,12000,Petrol,Individual,Second Owner,5.5 kmpl,3746 CC,700 bhp,820Nm@5800rpm,2
Cizeta V16T,2015,12000000,2000,Petrol,Individual,First Owner,5.0 kmpl,5992 CC,540 bhp,600Nm@5000rpm,2
Vector W8,2014,3200000,25000,Petrol,Individual,Third Owner,4.8 kmpl,5922 CC,625 bhp,730Nm@4800rpm,2
Ultima GTR720,2013,2600000,8000,Petrol,Individual,First Owner,6.0 kmpl,5958 CC,720 bhp,850Nm@5500rpm,2
Cleveland Z06,2018,3800000,5500,Petrol,Individual,First Owner,6.8 kmpl,5954 CC,652 bhp,881Nm@4600rpm,2
Brabham BT62,2019,7500000,1500,Petrol,Individual,First Owner,5.5 kmpl,5959 CC,710 bhp,800Nm@5000rpm,2
Arton Martin Valkyrie AMR,2022,50000000,800,Petrol,Dealer,First Owner,5.5 kmpl,6500 CC,1160 bhp,900Nm@6500rpm,2
SSC Ultimate Aero TT,2015,9800000,4200,Petrol,Individual,First Owner,5.8 kmpl,6340 CC,1287 bhp,1374Nm@4800rpm,2
Ascari A10,2013,2800000,6500,Petrol,Individual,Second Owner,6.5 kmpl,5000 CC,625 bhp,700Nm@5000rpm,2
Lucra LC470,2016,1450000,12000,Petrol,Individual,Second Owner,12.0 kmpl,4741 CC,470 bhp,500Nm@4200rpm,2
Jaguar Project 7,2014,6200000,3200,Petrol,Individual,First Owner,7.0 kmpl,5000 CC,575 bhp,700Nm@2500rpm,2
Range Rover SVAutobiography,2021,3600000,8000,Petrol,Dealer,First Owner,7.0 kmpl,4999 CC,510 bhp,625Nm@3500rpm,7
Rolls-Royce Wraith Black Badge,2020,32000000,12000,Petrol,Dealer,First Owner,6.0 kmpl,6592 CC,563 bhp,900Nm@1700rpm,4
Bentley Flying Spur Speed,2022,28000000,6000,Petrol,Dealer,First Owner,8.0 kmpl,5998 CC,635 bhp,900Nm@1700rpm,5
Mercedes-Maybach S680,2023,34000000,3000,Petrol,Dealer,First Owner,8.5 kmpl,3982 CC,542 bhp,900Nm@1700rpm,5
BMW M760Li xDrive,2021,14500000,10000,Petrol,Dealer,First Owner,9.0 kmpl,5972 CC,625 bhp,850Nm@1500rpm,5
Audi A8L W12,2020,13200000,15000,Petrol,Dealer,First Owner,8.0 kmpl,5998 CC,600 bhp,900Nm@1700rpm,5
Jaguar XJ Portfolio,2017,8500000,30000,Petrol,Dealer,Second Owner,9.5 kmpl,3000 CC,380 bhp,515Nm@1500rpm,5
Maserati Royale,2014,18000000,28000,Petrol,Individual,Second Owner,7.5 kmpl,4691 CC,454 bhp,520Nm@4750rpm,5
Acura RL SH-AWD,2013,4200000,45000,Petrol,Individual,Third Owner,9.5 kmpl,3696 CC,308 bhp,282Nm@6300rpm,5
Infiniti M45 Sport,2015,3800000,50000,Petrol,Individual,Third Owner,8.5 kmpl,4497 CC,420 bhp,508Nm@4400rpm,5
Lexus LS 600 Hybrid,2015,9200000,35000,Hybrid,Dealer,Second Owner,11.0 kmpl,5795 CC,438 bhp,600Nm@2000rpm,5
Volvo S80 Inscription,2018,3400000,40000,Diesel,Individual,Second Owner,17.0 kmpl,2401 CC,200 bhp,440Nm@1750rpm,5
Citroën SM,2012,450000,95000,Petrol,Individual,Fourth & Above Owner,12.0 kmpl,2965 CC,168 bhp,245Nm@3500rpm,4
Peugeot 504 Cabriolet,2011,380000,110000,Diesel,Individual,Fourth & Above Owner,12.0 kmpl,2304 CC,69 bhp,157Nm@2000rpm,4
Renault Fuego,2008,190000,135000,Petrol,Individual,Fourth & Above Owner,14.0 kmpl,1995 CC,128 bhp,156Nm@3000rpm,4
Simca 1100,2009,120000,155000,Petrol,Individual,Fourth & Above Owner,15.0 kmpl,1294 CC,68 bhp,96Nm@3600rpm,4
Austin Princess,2007,95000,180000,Petrol,Individual,Fourth & Above Owner,12.0 kmpl,1798 CC,82 bhp,145Nm@3000rpm,5
Standard Vanguard,2006,78000,200000,Petrol,Individual,Fourth & Above Owner,13.0 kmpl,2088 CC,68 bhp,147Nm@3400rpm,5
Hindustan Ambassador Petrol,2005,85000,220000,Petrol,Individual,Fourth & Above Owner,13.0 kmpl,1800 CC,80 bhp,140Nm@2000rpm,5
Premier Padmini 1.8,2004,110000,210000,Petrol,Individual,Fourth & Above Owner,12.0 kmpl,1798 CC,110 bhp,189Nm@4200rpm,5
Fiat Uno Mia,2006,95000,195000,Petrol,Individual,Fourth & Above Owner,15.0 kmpl,998 CC,54 bhp,74Nm@4000rpm,5
Dacia Logan MCV,2012,160000,140000,Diesel,Individual,Fourth & Above Owner,19.0 kmpl,1461 CC,86 bhp,200Nm@1900rpm,5
Hyundai Xcent Platinum,2015,400000,85000,Diesel,Individual,Second Owner,24.0 kmpl,1493 CC,90 bhp,220Nm@1500rpm,5
Kia Optima Hybrid,2018,1450000,25000,Hybrid,Individual,Second Owner,16.0 kmpl,2401 CC,192 bhp,247Nm@4500rpm,5
Daewoo Leganza,2010,140000,165000,Petrol,Individual,Fourth & Above Owner,14.0 kmpl,1997 CC,128 bhp,176Nm@3600rpm,5
Moskvich 408,2008,65000,240000,Petrol,Individual,Fourth & Above Owner,12.0 kmpl,1478 CC,52 bhp,88Nm@3400rpm,4
Lada Niva 2111,2009,95000,200000,Petrol,Individual,Fourth & Above Owner,14.0 kmpl,1699 CC,80 bhp,138Nm@4000rpm,4
Trabant 601,2007,51000,280000,Petrol,Individual,Fourth & Above Owner,9.0 kmpl,600 CC,26 bhp,41Nm@4000rpm,4
Przebyty PZM,2006,48000,300000,Petrol,Individual,Fourth & Above Owner,8.0 kmpl,800 CC,28 bhp,56Nm@3500rpm,4
Wartburg Knight,2005,55000,320000,Petrol,Individual,Fourth & Above Owner,10.0 kmpl,992 CC,50 bhp,90Nm@3000rpm,4
Yugo GV,2004,42000,350000,Petrol,Individual,Fourth & Above Owner,11.0 kmpl,1116 CC,55 bhp,83Nm@3200rpm,4
Zastava 101,2003,48000,360000,Petrol,Individual,Fourth & Above Owner,11.0 kmpl,1288 CC,68 bhp,103Nm@3200rpm,4
FSO Polonez,2006,52000,340000,Petrol,Individual,Fourth & Above Owner,12.0 kmpl,1598 CC,86 bhp,128Nm@3500rpm,5
Lada 2107,2007,60000,300000,Petrol,Individual,Fourth & Above Owner,11.0 kmpl,1568 CC,64 bhp,110Nm@3000rpm,4
Vaz 211,2009,68000,280000,Petrol,Individual,Fourth & Above Owner,12.0 kmpl,1598 CC,70 bhp,120Nm@3000rpm,5
Skoda 130,2005,75000,320000,Petrol,Individual,Fourth & Above Owner,11.0 kmpl,1289 CC,68 bhp,101Nm@4000rpm,4
Tatra T87,2008,185000,150000,Petrol,Individual,Third Owner,7.5 kmpl,2968 CC,75 bhp,150Nm@3000rpm,6
Tatra 603,2006,165000,160000,Petrol,Individual,Fourth & Above Owner,8.0 kmpl,2472 CC,105 bhp,200Nm@2800rpm,6
Aero 30,2007,210000,145000,Petrol,Individual,Third Owner,10.0 kmpl,1968 CC,100 bhp,160Nm@3000rpm,4
River Oro Petrol,2020,520000,15000,Petrol,Dealer,First Owner,21.0 kmpl,1197 CC,87 bhp,113Nm@4200rpm,5
BYD Yuan Plus,2021,1700000,12000,Petrol,Dealer,First Owner,18.0 kmpl,1498 CC,154 bhp,280Nm@1500rpm,5
GAC Aion Y Plus,2022,1850000,9000,Petrol,Dealer,First Owner,17.0 kmpl,1598 CC,145 bhp,345Nm@1500rpm,5
Changan UNI-T,2021,920000,10000,Petrol,Dealer,First Owner,18.0 kmpl,1598 CC,156 bhp,280Nm@1500rpm,5
Great Wall Ora,2022,780000,8000,Petrol,Dealer,First Owner,19.0 kmpl,1498 CC,112 bhp,220Nm@1500rpm,5
Geely Emgrand EV9,2021,1100000,14000,Electric,Dealer,First Owner,0 kmpl,0 CC,122 bhp,250Nm@0rpm,5
JAC iEV5,2020,950000,16000,Electric,Dealer,First Owner,0 kmpl,0 CC,125 bhp,300Nm@0rpm,5
Li Auto ONE,2022,2800000,8000,Hybrid,Dealer,First Owner,8.0 kmpl,1997 CC,325 bhp,530Nm@1500rpm,5
NIO EC6,2021,2450000,12000,Electric,Dealer,First Owner,0 kmpl,0 CC,400 bhp,650Nm@0rpm,5
XPeng P5,2021,2150000,10000,Electric,Dealer,First Owner,0 kmpl,0 CC,208 bhp,350Nm@0rpm,5
Xiaomi SU7,2024,2950000,2000,Electric,Dealer,First Owner,0 kmpl,0 CC,505 bhp,838Nm@0rpm,5
Denza Tang DM-i,2022,1850000,9000,Hybrid,Dealer,First Owner,22.0 kmpl,2000 CC,300 bhp,450Nm@1500rpm,5
Hanteng X11,2020,650000,20000,Petrol,Dealer,Second Owner,15.0 kmpl,1598 CC,126 bhp,260Nm@1500rpm,5
Baic EV2,2019,680000,25000,Electric,Dealer,Second Owner,0 kmpl,0 CC,55 bhp,180Nm@0rpm,4
Leeco LeSEE,2018,1250000,35000,Electric,Individual,Second Owner,0 kmpl,0 CC,290 bhp,460Nm@0rpm,4
Chang'an Alsvin,2020,480000,30000,Petrol,Individual,Second Owner,20.0 kmpl,1598 CC,128 bhp,270Nm@1500rpm,5
Chery Arrizo 5,2019,420000,45000,Petrol,Individual,Third Owner,18.0 kmpl,1598 CC,110 bhp,250Nm@1500rpm,5
Lifan X60,2016,380000,70000,Petrol,Individual,Third Owner,16.0 kmpl,1598 CC,126 bhp,260Nm@1500rpm,5
Brilliance M1,2014,240000,95000,Petrol,Individual,Fourth & Above Owner,15.0 kmpl,998 CC,64 bhp,97Nm@3000rpm,5
Geely LC,2013,200000,120000,Petrol,Individual,Fourth & Above Owner,14.0 kmpl,1468 CC,100 bhp,140Nm@3000rpm,5
Wuling Hongguang MINI EV,2021,380000,12000,Electric,Dealer,First Owner,0 kmpl,0 CC,41 bhp,150Nm@0rpm,4
MINI Electric SE,2020,1200000,16000,Electric,Dealer,First Owner,0 kmpl,0 CC,184 bhp,270Nm@0rpm,4
Mazda e-Skyactiv,2021,1450000,10000,Electric,Dealer,First Owner,0 kmpl,0 CC,163 bhp,320Nm@0rpm,5
Subaru BRZ 2.0i,2020,950000,18000,Petrol,Dealer,First Owner,12.0 kmpl,1998 CC,212 bhp,236Nm@6400rpm,4
Mazda MX-5 Miata,2021,1100000,12000,Petrol,Dealer,First Owner,14.0 kmpl,1998 CC,184 bhp,205Nm@5000rpm,2
Nissan 370Z Heritage,2019,1450000,22000,Petrol,Individual,Second Owner,11.0 kmpl,3696 CC,348 bhp,370Nm@5200rpm,2
Honda S2000 AP2,2008,1200000,80000,Petrol,Individual,Third Owner,10.0 kmpl,2156 CC,240 bhp,216Nm@6500rpm,2
Subaru Impreza WRX Hatchback,2015,980000,50000,Petrol,Individual,Second Owner,10.0 kmpl,1994 CC,295 bhp,370Nm@3200rpm,5
Lancia Integrale Evolution,2007,850000,120000,Petrol,Individual,Fourth & Above Owner,9.0 kmpl,2000 CC,210 bhp,280Nm@3600rpm,5
Opel Manta B,2006,380000,155000,Petrol,Individual,Fourth & Above Owner,11.0 kmpl,1898 CC,110 bhp,177Nm@4000rpm,4
Ford Capri MK3,2006,420000,145000,Petrol,Individual,Fourth & Above Owner,11.0 kmpl,2993 CC,138 bhp,204Nm@5000rpm,4
Triumph TR6,2007,580000,125000,Petrol,Individual,Fourth & Above Owner,10.0 kmpl,2498 CC,150 bhp,226Nm@3000rpm,2
Jaguar E-Type V12,2008,2200000,65000,Petrol,Individual,Third Owner,7.0 kmpl,5343 CC,272 bhp,388Nm@3600rpm,2
Porsche 356A,2005,1850000,145000,Petrol,Individual,Fourth & Above Owner,10.0 kmpl,1488 CC,75 bhp,100Nm@3500rpm,2
Mercedes-Benz 300SL,2006,3200000,85000,Petrol,Individual,Third Owner,8.5 kmpl,2996 CC,215 bhp,275Nm@3000rpm,2
Jaguar Mark X,2008,580000,110000,Petrol,Individual,Fourth & Above Owner,10.0 kmpl,4235 CC,265 bhp,380Nm@3000rpm,5
Austin Healey 3000,2006,850000,95000,Petrol,Individual,Fourth & Above Owner,9.0 kmpl,2912 CC,150 bhp,204Nm@3000rpm,2
